,vh,vv,vv_by_vh
223,"[0.4646914005279541, 0.45758968591690063, 0.09839081391692162, 0.10515657439827919, 0.08017094805836678, 0.18909639865159988, 0.036812085658311844, 0.036276862025260925, 0.07523943856358528, 0.052778447046875954, 0.06383798643946648, 0.06637067347764969, 0.05219576880335808, 0.3593202978372574, 0.24131309241056442, 0.2198535054922104, 0.38023045659065247, 0.16250482946634293]","[0.01611215341836214, 0.015511712525039911, 0.03255913406610489, 0.03746876306831837, 0.024304036051034927, 0.03462029993534088, 0.019989585503935814, 0.03528550826013088, 0.033717550337314606, 0.03375554643571377, 0.0259315837174654, 0.025904398411512375, 0.015013318043202162, 0.04518253356218338, 0.03066478855907917, 0.01896127685904503, 0.012669101357460022, 0.011098766699433327]","[28.841048645823513, 29.499623924710612, 3.021911262048877, 2.8065131001667387, 3.2986680850052843, 5.462009254823574, 1.8415632305664265, 1.0280952100171439, 2.231462185445873, 1.5635488866219547, 2.4617851009412286, 2.562139155802722, 3.476631125322204, 7.952637214173382, 7.869387129333945, 11.594868168771791, 30.012425180161586, 14.641701539202549]"
224,"[0.20086045563220978, 0.28353172540664673, 0.18401600420475006, 0.18372829258441925, 0.24736736714839935, 0.20836034417152405, 0.20910002291202545, 0.20791354775428772, 0.18385270237922668, 0.19592741131782532, 0.14821404218673706, 0.24304340779781342, 0.21230168640613556, 0.2258751392364502, 0.2171383798122406, 0.20871266722679138, 0.15455155074596405, 0.23207640647888184]","[0.028316956013441086, 0.043131742626428604, 0.054146893322467804, 0.07004628330469131, 0.05890163406729698, 0.040082287043333054, 0.06286203861236572, 0.07181350886821747, 0.046477992087602615, 0.05665740743279457, 0.0426761694252491, 0.050157107412815094, 0.06113715097308159, 0.029670657590031624, 0.0383305586874485, 0.047819264233112335, 0.041614752262830734, 0.05860907956957817]","[7.093292638406057, 6.573620914470427, 3.3984591342823016, 2.6229556218597274, 4.19966900860126, 5.198314755499485, 3.3263321955151, 2.8951871455804064, 3.955693740656816, 3.4581076013799064, 3.47299310558663, 4.845642429047175, 3.4725479193430364, 7.612744629978707, 5.664889509772355, 4.364614775529499, 3.7138644913670595, 3.959734706349905]"
225,"[0.17930029332637787, 0.20059646666049957, 0.2034110575914383, 0.22113679349422455, 0.2891698181629181, 0.20006732642650604, 0.20793797075748444, 0.2591589391231537, 0.20903199911117554, 0.25821518898010254, 0.20104044675827026, 0.26974406838417053, 0.24564112722873688, 0.18118536472320557, 0.26063743233680725, 0.16233877837657928, 0.2626563310623169, 0.4172000288963318]","[0.05085363984107971, 0.06942626088857651, 0.0699649229645729, 0.04827632009983063, 0.05101492628455162, 0.05082946643233299, 0.05961292237043381, 0.0682549998164177, 0.051181431859731674, 0.06931205838918686, 0.042387302964925766, 0.04225050285458565, 0.05147787928581238, 0.05607086792588234, 0.06791488081216812, 0.05742610991001129, 0.046556636691093445, 0.05596065893769264]","[3.5258104215686563, 2.8893456754417546, 2.90732911539739, 4.58064726219678, 5.66833746950811, 3.936050099853926, 3.4881358351358953, 3.796922420631477, 4.084137381776475, 3.725400673144427, 4.742940283901178, 6.384399004966966, 4.771780241079921, 3.2313636550571445, 3.8377072774028864, 2.8269158163589663, 5.641651754293595, 7.45523796209848]"
226,"[0.2954035699367523, 0.2259264439344406, 0.3273387551307678, 0.23990388214588165, 0.296667218208313, 0.16228711605072021, 0.2765581011772156, 0.2663261294364929, 0.2717035412788391, 0.24286413192749023, 0.24921974539756775, 0.17377834022045135, 0.23260752856731415, 0.20936760306358337, 0.18734310567378998, 0.17432792484760284, 0.2757536768913269, 0.2483799010515213]","[0.08188673108816147, 0.06061522290110588, 0.08176283538341522, 0.04436739906668663, 0.06824470311403275, 0.051704585552215576, 0.054010555148124695, 0.048816896975040436, 0.048863161355257034, 0.060725171118974686, 0.06847154349088669, 0.05161677300930023, 0.04376537725329399, 0.057456158101558685, 0.04437315836548805, 0.05203332379460335, 0.07469610869884491, 0.05108998343348503]","[3.607465654218299, 3.727222851313127, 4.00351521074042, 5.407210861860372, 4.347109807373623, 3.138737392775912, 5.120445446612262, 5.455613648951564, 5.560498619879153, 3.9993980659463784, 3.639756498708664, 3.3667029163008744, 5.3148754372911755, 3.6439541031182103, 4.221991685394635, 3.3503130712107865, 3.6916739264570433, 4.861616394432611]"
227,"[0.038216568529605865, 0.06520720571279526, 0.04637608304619789, 0.04604046791791916, 0.13001009821891785, 0.06638891994953156, 0.11330068111419678, 0.11099854111671448, 0.011338470503687859, 0.057613521814346313, 0.026574598625302315, 0.033900365233421326, 0.12910102307796478, 0.20655575394630432, 0.19378623366355896, 0.10625133663415909, 0.06847860664129257, 0.09480850398540497]","[0.017636902630329132, 0.026160161942243576, 0.01968107558786869, 0.01921950839459896, 0.035727690905332565, 0.023328378796577454, 0.023540154099464417, 0.02744215354323387, 0.006171293556690216, 0.012580862268805504, 0.005836088676005602, 0.008302068337798119, 0.008131708949804306, 0.035629983991384506, 0.04444178193807602, 0.03320843353867531, 0.021635396406054497, 0.026793938130140305]","[2.1668526118575437, 2.492614757384139, 2.356379499644006, 2.3955070531802667, 3.6389168995949044, 2.8458437051472942, 4.813081538696239, 4.04481889301586, 1.837292360107546, 4.579457320441396, 4.553494660655291, 4.083363790090459, 15.876247400747376, 5.797245207751159, 4.360451476351139, 3.199528713403971, 3.165119111112259, 3.5384311005314886]"
228,"[0.010188593529164791, 0.01751384511590004, 0.010161326732486486, 0.01276476588100195, 0.010886864271014929, 0.012900881934911013, 0.011660895310342312, 0.01135339355096221, 0.017323056235909462, 0.0174568397924304, 0.02015579491853714, 0.014174719341099262, 0.010590058751404285, 0.016847610473632812, 0.02702221367508173, 0.017698354087769985, 0.012730925343930721, 0.011379977222532034]","[0.004716046154499054, 0.0045458374079316854, 0.005398821551352739, 0.004840366775169969, 0.006405056221410632, 0.004219011636450887, 0.00409771129488945, 0.005528281209990382, 0.006726094288751483, 0.005179505329579115, 0.004842684138566256, 0.004647835623472929, 0.0040052225813269615, 0.006058677798137069, 0.00634198822081089, 0.004378548124805093, 0.0057604212779551744, 0.004655247088521719]","[2.1604100543937617, 3.852721411756053, 1.8821379139565086, 2.637148479425656, 1.6997296970825395, 3.0577971919896103, 2.8457093414280923, 2.0536932040369127, 2.5755000587607015, 3.3703681493940927, 4.162112238132579, 3.049746266738175, 2.644062480017207, 2.7807404577304213, 4.260842615003573, 4.042059966751607, 2.210068453265961, 2.4445484860709645]"
229,"[0.2935786545276642, 0.1984773427248001, 0.25563305616378784, 0.18910957872867584, 0.2892870604991913, 0.24220812320709229, 0.38137727975845337, 0.2554056644439697, 0.2941935360431671, 0.18522991240024567, 0.2655985653400421, 0.2862597405910492, 0.172840416431427, 0.2735160291194916, 0.25139737129211426, 0.23503899574279785, 0.27479493618011475, 0.2286398559808731]","[0.07276827096939087, 0.06996152549982071, 0.06542287766933441, 0.04554907605051994, 0.07428740710020065, 0.05076652765274048, 0.04877229407429695, 0.056153081357479095, 0.06861311197280884, 0.04853162169456482, 0.0732552707195282, 0.04847126826643944, 0.06445059180259705, 0.04125075042247772, 0.04164179041981697, 0.04960811883211136, 0.05120249092578888, 0.05060530826449394]","[4.034432186126212, 2.8369498993458735, 3.907395474956468, 4.151776394298939, 3.8941601516525393, 4.771020087563885, 7.819547696023583, 4.54838199916436, 4.28771597125277, 3.8166849969695127, 3.625658095742175, 5.905761306213847, 2.681750649564437, 6.630570991272233, 6.0371412650037355, 4.737913899501809, 5.366827496310542, 4.518100251180429]"
230,"[0.19259707629680634, 0.3180903047323227, 0.20847560465335846, 0.2595219165086746, 0.21572796255350113, 0.261109322309494, 0.1815769225358963, 0.43060240149497986, 0.2305138185620308, 0.2899096608161926, 0.21563202887773514, 0.1652902439236641, 0.26100189983844757, 0.23834361135959625, 0.34477105736732483, 0.2489876002073288, 0.2681034654378891, 0.26481984555721283]","[0.05385291017591953, 0.04545141011476517, 0.06082002818584442, 0.04546567052602768, 0.06653628125786781, 0.07299455627799034, 0.05991708114743233, 0.06599607318639755, 0.0638628862798214, 0.05253365822136402, 0.04863111861050129, 0.053411321714520454, 0.06423534452915192, 0.048111723735928535, 0.05178771913051605, 0.04218517243862152, 0.05406560190021992, 0.05819610320031643]","[3.5763541035694413, 6.9984694408631585, 3.427745939484457, 5.7080851003859365, 3.2422605903901736, 3.577106781978274, 3.030470093980497, 6.524667009790081, 3.609511439116802, 5.51855078499548, 4.434033907481866, 3.0946667975589177, 4.063213200639052, 4.953961173118553, 6.657390268500309, 5.902253939333783, 4.9588547249077894, 4.550473846086879]"
231,"[0.04630017280578613, 0.03817188739776611, 0.01575438305735588, 0.01275763614103198, 0.01687389612197876, 0.0136279440484941, 0.013874005060642958, 0.011256480123847723, 0.010500702541321516, 0.015674547292292118, 0.01333095645532012, 0.02081445325165987, 0.00880165072157979, 0.013908343389630318, 0.016681643202900887, 0.013202792964875698, 0.015585614833980799, 0.010312734171748161]","[0.013264634646475315, 0.007512327982112765, 0.004772102925926447, 0.003608998842537403, 0.0043428391218185425, 0.004863192327320576, 0.0039966716431081295, 0.004039036575704813, 0.005796291632577777, 0.0050353133119642735, 0.0032442458905279636, 0.003924092277884483, 0.005299506010487676, 0.004087275825440884, 0.004965655272826552, 0.004584101494401693, 0.004527453100308776, 0.0045229841489344835]","[3.4904974045469874, 5.081232806748496, 3.301350222721224, 3.5349515745653117, 3.885452730036405, 2.8022630262707606, 3.471389771178057, 2.786922057491758, 1.8116242602947763, 3.1129239277024223, 4.109107911407621, 5.304272116373661, 1.6608436152655361, 3.4028394421191432, 3.3594042047557107, 2.8801266684429936, 3.442468533338942, 2.2800730297004503]"
232,"[0.24739404022693634, 0.14654593169689178, 0.3259437680244446, 0.13763731718063354, 0.2859695553779602, 0.19488944113254547, 0.30840519070625305, 0.21198707818984985, 0.2896912693977356, 0.2477031946182251, 0.25220099091529846, 0.16565042734146118, 0.138287752866745, 0.2194087654352188, 0.17638158798217773, 0.1516498178243637, 0.3159697651863098, 0.16230568289756775]","[0.0607302151620388, 0.04353760927915573, 0.06967897713184357, 0.0358542799949646, 0.05479101091623306, 0.04416978359222412, 0.06138863414525986, 0.03320195525884628, 0.08282392472028732, 0.032876379787921906, 0.04731855168938637, 0.035981569439172745, 0.03595611825585365, 0.06137945130467415, 0.04790271073579788, 0.028861476108431816, 0.06149332597851753, 0.038095273077487946]","[4.073656573862713, 3.3659618459356424, 4.677792089394593, 3.83879740995952, 5.2192786845120125, 4.4122797370203735, 5.023815808908442, 6.384776936694664, 3.4976761892904733, 7.534381711614917, 5.32985439983083, 4.6037576993826, 3.8460145192183464, 3.5746289804078204, 3.6820794746875793, 5.254402694256499, 5.138277368452841, 4.260520263693314]"
233,"[0.2402922362089157, 0.19761263579130173, 0.26780593395233154, 0.11632394418120384, 0.23223043978214264, 0.2417425513267517, 0.18646714091300964, 0.22186417132616043, 0.13981081545352936, 0.17852908372879028, 0.20255915820598602, 0.3708537817001343, 0.25904327630996704, 0.1534760594367981, 0.18078219890594482, 0.2225041761994362, 0.17060601711273193, 0.25956492871046066]","[0.05290486477315426, 0.04969403333961964, 0.04075796715915203, 0.04404435493052006, 0.041444264352321625, 0.03491920232772827, 0.04934249259531498, 0.026033720932900906, 0.04891897179186344, 0.03668976575136185, 0.05689782276749611, 0.06476138904690742, 0.04891207814216614, 0.04943710006773472, 0.043605485931038857, 0.03435400687158108, 0.0681571364402771, 0.06134571321308613]","[4.541968630658862, 3.976586775333263, 6.570640113296152, 2.641063636071065, 5.603439786213349, 6.922911613441735, 3.7790377239822397, 8.52218443525577, 2.8580080556146052, 4.865909609198408, 3.560051129437971, 5.726464289262242, 5.296100393793142, 3.104471322681096, 4.1458590598404985, 6.47680420601825, 2.5031277137387655, 4.231182834387373]"
234,"[0.16291596740484238, 0.12522510439157486, 0.12126629427075386, 0.14647504687309265, 0.10510475933551788, 0.17130839824676514, 0.11117831617593765, 0.18901410698890686, 0.11354738473892212, 0.1679522544145584, 0.12426519393920898, 0.11551357805728912, 0.14194682985544205, 0.1094525046646595, 0.18096844106912613, 0.1436152681708336, 0.1555548906326294, 0.12907736003398895]","[0.03297632746398449, 0.04002485238015652, 0.02811684738844633, 0.031051847152411938, 0.028437280096113682, 0.027819746173918247, 0.030042479746043682, 0.033987510949373245, 0.025163594633340836, 0.02849377878010273, 0.017759407870471478, 0.05003848113119602, 0.04135618358850479, 0.03134221117943525, 0.033088650554418564, 0.03232099674642086, 0.024899807758629322, 0.037032462656497955]","[4.940391484854494, 3.128683728853897, 4.312940657798788, 4.717112194780183, 3.696020117967674, 6.157798751139265, 3.7007037074088003, 5.561281238583681, 4.512367425776126, 5.894348226351776, 6.997147362431177, 2.3084948912502714, 3.4323000223574076, 3.492175585125124, 5.4691998022554635, 4.443404678933274, 6.24723259474644, 3.4855192113814284]"
235,"[0.28652024269104004, 0.25435298681259155, 0.3811376392841339, 0.20908203721046448, 0.2548539936542511, 0.20696891844272614, 0.24760934710502625, 0.28317347168922424, 0.19753295183181763, 0.24698346853256226, 0.2796391546726227, 0.21370607614517212, 0.34798356890678406, 0.21151824295520782, 0.23778440058231354, 0.2487313598394394, 0.284209668636322, 0.305119127035141]","[0.05653095990419388, 0.05742144212126732, 0.06630469113588333, 0.04693615436553955, 0.06824470311403275, 0.05974947661161423, 0.036344438791275024, 0.05915412679314613, 0.052325982600450516, 0.08638258278369904, 0.04998742789030075, 0.06611689180135727, 0.05018344148993492, 0.06448204815387726, 0.0530669242143631, 0.05801468715071678, 0.04147156700491905, 0.05468098819255829]","[5.068377455055099, 4.429582006586111, 5.748275616019975, 4.454605197991512, 3.7344142772283084, 3.4639452959240664, 6.812853777356117, 4.787045081054836, 3.7750452454975383, 2.8591813369485135, 5.594189708786399, 3.2322462584483604, 6.9342308653059925, 3.280265577955116, 4.480840073221255, 4.287386040594486, 6.853121045621719, 5.579985605978234]"
236,"[0.19388990849256516, 0.11582665890455246, 0.0869530439376831, 0.08408663421869278, 0.03266740031540394, 0.043895889073610306, 0.08717160671949387, 0.075992401689291, 0.06277366168797016, 0.05310457572340965, 0.09633511304855347, 0.23695531487464905, 0.08549880608916283, 0.053663043305277824, 0.04539799876511097, 0.017943251878023148, 0.3936333656311035, 0.2412809133529663]","[0.022346568293869495, 0.026206396520137787, 0.027025711722671986, 0.01953566074371338, 0.017575662583112717, 0.016148262657225132, 0.03520651534199715, 0.03134138695895672, 0.029237628914415836, 0.0277354558929801, 0.03824538178741932, 0.0699363425374031, 0.03293517418205738, 0.011714029591530561, 0.007646100828424096, 0.00542333023622632, 0.021414877846837044, 0.0212583402171731]","[8.676495913950083, 4.419785788387494, 3.2174192054575133, 4.304263639803023, 1.8586724774058798, 2.718304130009317, 2.4760078034621222, 2.424666202194793, 2.147016157559176, 1.9146819121459089, 2.5188691691984246, 3.388157090827583, 2.5959724887607054, 4.581091663288703, 5.937405193029314, 3.308530201271402, 18.381303337167658, 11.349941288363267]"
237,"[0.44599276781082153, 0.6063698530197144, 0.5000373125076294, 0.4832996129989624, 0.4484885632991791, 0.6878777146339417, 0.622072160243988, 0.6730353236198425, 0.43227618932724, 0.6009287238121033, 0.532888650894165, 0.6675957441329956, 0.6422975063323975, 0.41808581352233887, 0.428658127784729, 0.660782516002655, 0.5344492793083191, 0.6967678666114807]","[0.09355334937572479, 0.12133631110191345, 0.1011260375380516, 0.12314172834157944, 0.13978126645088196, 0.09310758858919144, 0.11296726018190384, 0.14115537703037262, 0.1196998804807663, 0.1387759894132614, 0.09590458869934082, 0.11167080700397491, 0.148474782705307, 0.10924267023801804, 0.11641688644886017, 0.13724423944950104, 0.12799279391765594, 0.13470910489559174]","[4.767256017950199, 4.997431086481679, 4.944694014333113, 3.924742810644585, 3.208502646216719, 7.3879876501687765, 5.5066588252410975, 4.768045948933454, 3.6113335083630207, 4.330206733548092, 5.556445818924906, 5.97824769108396, 4.325970340749585, 3.827129203372758, 3.682095792632547, 4.814646637652065, 4.175620071643694, 5.172388808844961]"
